tenure_months,monthly_fee,support_calls_90d,data_usage_gb,payment_delay_days,satisfaction_score,contract_type,internet_type,city_tier,auto_pay,senior_customer,churn
53,67.15,1,67.72,4,3.83,two_year,broadband,tier_2,yes,no,no
51,86.44,0,198.13,0,7.17,month_to_month,fiber,tier_2,yes,no,no
48,87.11,4,170.61,0,5.2,month_to_month,mobile,tier_2,no,no,yes
25,87.23,1,104.32,4,5.44,two_year,broadband,tier_2,yes,no,yes
34,70.64,0,204.44,0,6.11,two_year,broadband,tier_3,yes,no,no
23,41.46,5,201.86,3,4.62,month_to_month,fiber,tier_1,no,no,yes
21,88.62,3,115.42,3,6.16,month_to_month,broadband,tier_1,yes,no,no
46,73.18,1,178.1,3,5.89,month_to_month,fiber,tier_3,yes,no,no
3,66.32,1,153.66,3,6.64,two_year,mobile,tier_1,yes,yes,yes
42,108.44,0,125.74,5,7.12,month_to_month,fiber,tier_2,no,yes,no
29,64.02,2,171.29,0,9.87,month_to_month,broadband,tier_1,no,no,no
23,101.55,1,147.11,5,8.82,one_year,broadband,tier_2,no,no,no
29,68.09,4,138.55,4,4.94,month_to_month,broadband,tier_3,yes,no,no
47,80.67,3,174.89,3,6.52,month_to_month,mobile,tier_3,yes,no,no
22,71.62,1,205.98,0,8.22,month_to_month,broadband,tier_1,yes,no,no
66,66.33,0,104.6,3,9.2,month_to_month,broadband,tier_2,no,no,no
38,93.45,3,183.98,1,4.76,month_to_month,fiber,tier_2,yes,no,yes
28,101.56,2,99.52,2,4.66,one_year,broadband,tier_2,yes,no,no
54,119.54,4,70.18,2,5.65,month_to_month,fiber,tier_2,yes,yes,yes
4,78.76,2,154.72,5,7.58,one_year,broadband,tier_2,yes,no,no
61,109.9,1,211.34,3,9.92,month_to_month,fiber,tier_1,yes,yes,no
22,66.8,2,102.47,2,8.37,one_year,fiber,tier_1,yes,yes,no
69,76.06,3,94.07,2,6.24,one_year,mobile,tier_2,yes,no,no
36,59.82,2,117.19,1,6.96,two_year,broadband,tier_1,no,no,no
17,92.75,1,105.9,2,6.6,month_to_month,broadband,tier_3,yes,no,yes
39,82.68,1,119.2,1,10.0,one_year,fiber,tier_2,no,no,no
67,75.33,0,131.12,6,5.97,month_to_month,fiber,tier_2,yes,no,yes
69,113.02,2,24.46,1,6.43,one_year,fiber,tier_2,no,no,no
42,76.1,0,188.93,4,3.73,month_to_month,broadband,tier_1,yes,no,no
41,102.36,0,58.98,2,5.23,one_year,fiber,tier_2,no,yes,yes
2,98.25,3,171.98,3,5.71,one_year,mobile,tier_1,no,no,yes
10,102.22,1,145.23,3,9.71,two_year,broadband,tier_2,yes,no,no
67,83.47,1,102.83,6,8.6,two_year,broadband,tier_2,yes,no,no
65,108.73,4,98.65,3,7.69,two_year,mobile,tier_2,no,no,no
59,77.1,2,105.36,3,4.18,one_year,fiber,tier_3,yes,no,no
7,60.41,3,171.57,3,7.45,month_to_month,fiber,tier_2,no,no,no
49,62.57,4,112.34,2,6.41,month_to_month,broadband,tier_3,yes,no,no
30,68.86,1,132.32,3,7.69,month_to_month,fiber,tier_2,no,no,yes
7,145.29,0,124.18,6,5.24,month_to_month,fiber,tier_1,no,no,yes
23,87.45,3,120.92,6,5.02,month_to_month,fiber,tier_3,yes,no,yes
62,70.26,1,120.08,3,8.33,month_to_month,fiber,tier_1,no,no,no
22,105.75,2,72.87,4,9.69,month_to_month,fiber,tier_2,yes,yes,no
36,69.6,4,155.2,2,5.22,month_to_month,broadband,tier_1,yes,yes,yes
50,64.97,1,180.89,2,4.5,month_to_month,broadband,tier_3,yes,no,no
5,141.34,1,87.72,4,9.05,month_to_month,broadband,tier_3,yes,yes,yes
10,53.24,0,143.83,1,5.11,two_year,broadband,tier_2,no,no,yes
37,61.13,0,129.35,0,6.56,month_to_month,fiber,tier_2,yes,no,yes
19,102.9,0,102.35,3,7.21,two_year,broadband,tier_2,yes,no,no
41,85.62,3,211.39,5,6.14,one_year,fiber,tier_1,yes,yes,yes
43,53.89,1,155.22,1,7.01,month_to_month,mobile,tier_3,no,yes,no
24,106.06,5,151.31,0,8.17,month_to_month,broadband,tier_2,yes,no,yes
16,63.21,3,79.46,2,3.25,one_year,fiber,tier_3,yes,no,yes
24,99.1,2,116.38,4,9.28,month_to_month,fiber,tier_3,yes,no,no
11,90.06,1,213.78,1,7.78,one_year,broadband,tier_2,no,no,yes
71,101.13,2,134.01,0,7.79,two_year,broadband,tier_3,yes,no,no
9,106.53,2,80.75,1,8.67,month_to_month,broadband,tier_2,no,no,yes
22,77.93,1,135.9,1,6.91,month_to_month,broadband,tier_3,yes,no,yes
20,46.33,0,139.71,0,4.89,one_year,broadband,tier_2,yes,yes,no
56,93.4,3,150.04,4,5.79,one_year,fiber,tier_2,no,no,yes
39,136.85,3,104.07,3,4.96,month_to_month,fiber,tier_3,no,no,no
58,91.51,3,122.31,1,8.88,month_to_month,broadband,tier_2,no,yes,no
30,102.77,2,61.74,2,7.11,month_to_month,fiber,tier_2,no,no,no
70,98.1,2,238.59,3,8.52,one_year,fiber,tier_3,no,no,no
56,40.68,4,104.92,4,5.61,month_to_month,mobile,tier_3,yes,yes,no
37,65.18,1,36.25,3,7.66,month_to_month,fiber,tier_2,no,no,no
36,69.1,4,107.02,1,9.85,one_year,mobile,tier_3,no,no,no
48,94.9,2,139.71,2,7.45,one_year,broadband,tier_3,yes,no,no
19,81.13,5,92.61,5,6.87,one_year,fiber,tier_2,yes,no,yes
45,110.33,0,173.73,3,8.09,month_to_month,fiber,tier_2,no,no,no
56,83.15,1,88.78,4,6.21,month_to_month,broadband,tier_2,no,no,no
21,71.43,3,136.87,2,5.73,month_to_month,fiber,tier_2,no,no,no
5,136.7,0,59.53,4,5.66,one_year,fiber,tier_2,yes,no,no
6,83.69,2,95.31,3,5.94,month_to_month,fiber,tier_1,yes,no,no
65,120.69,1,82.62,4,6.02,two_year,fiber,tier_3,yes,no,no
9,103.58,0,143.34,1,4.91,month_to_month,fiber,tier_2,no,no,yes
54,64.78,0,120.83,0,8.73,two_year,fiber,tier_3,yes,yes,no
14,81.14,2,88.73,2,7.01,month_to_month,fiber,tier_1,yes,yes,yes
34,72.75,2,167.44,2,8.47,month_to_month,fiber,tier_3,yes,no,yes
7,81.02,0,40.42,3,8.63,month_to_month,mobile,tier_3,no,no,yes
22,49.8,3,127.86,5,7.91,two_year,broadband,tier_3,yes,no,no
24,98.94,2,201.77,1,9.51,month_to_month,fiber,tier_2,no,no,no
40,96.68,3,127.63,1,7.79,one_year,fiber,tier_3,no,no,no
25,72.54,3,138.01,2,6.71,one_year,fiber,tier_2,yes,yes,no
37,99.41,5,133.23,5,5.54,month_to_month,fiber,tier_2,yes,no,no
20,62.1,2,174.68,2,7.28,one_year,fiber,tier_2,yes,no,no
62,73.57,1,148.12,3,3.94,month_to_month,fiber,tier_1,yes,no,yes
17,65.24,2,138.01,4,8.35,month_to_month,fiber,tier_1,no,no,no
31,93.72,1,127.24,0,9.15,month_to_month,fiber,tier_1,no,no,no
54,93.93,1,117.23,2,6.32,month_to_month,fiber,tier_1,no,no,yes
26,90.08,0,203.22,2,6.73,month_to_month,broadband,tier_2,yes,no,no
39,88.26,1,106.77,6,4.26,two_year,fiber,tier_1,no,no,yes
44,62.71,3,78.94,0,5.76,two_year,broadband,tier_1,yes,no,no
33,81.37,2,92.72,1,5.82,month_to_month,broadband,tier_3,no,no,yes
12,62.81,1,198.49,4,7.65,month_to_month,fiber,tier_1,yes,yes,no
10,76.6,1,123.6,8,7.46,one_year,broadband,tier_2,yes,no,no
49,121.76,4,131.04,2,6.27,two_year,fiber,tier_2,yes,no,no
55,94.13,2,155.33,5,5.98,month_to_month,mobile,tier_2,yes,no,yes
50,92.03,2,135.56,4,5.62,month_to_month,broadband,tier_1,no,yes,yes
19,84.46,5,130.81,4,8.9,month_to_month,broadband,tier_2,no,no,yes
32,107.19,2,59.68,1,5.5,one_year,fiber,tier_2,yes,no,yes
61,102.08,2,72.61,5,7.37,month_to_month,broadband,tier_1,yes,no,no
16,90.47,1,83.33,0,5.5,two_year,mobile,tier_2,yes,no,yes
57,64.82,1,122.59,1,5.79,two_year,fiber,tier_3,yes,no,no
24,63.96,2,161.57,1,4.78,month_to_month,mobile,tier_2,yes,no,no
45,89.8,0,20.92,2,4.13,month_to_month,broadband,tier_2,no,no,no
70,95.72,3,110.85,3,6.89,month_to_month,mobile,tier_3,yes,no,no
58,74.7,3,92.93,0,8.86,one_year,broadband,tier_3,yes,no,no
30,86.49,4,110.73,3,5.2,month_to_month,broadband,tier_3,yes,no,yes
53,58.11,1,109.65,1,4.87,month_to_month,fiber,tier_2,yes,no,no
17,83.05,2,70.52,5,7.59,two_year,fiber,tier_2,yes,no,yes
69,89.61,1,86.63,6,5.08,month_to_month,broadband,tier_1,yes,no,no
34,89.24,0,150.65,2,5.87,month_to_month,fiber,tier_2,yes,no,no
60,99.12,4,76.28,0,6.54,month_to_month,fiber,tier_2,yes,no,yes
10,38.48,2,178.56,3,4.5,one_year,mobile,tier_2,yes,no,no
33,108.95,1,102.44,1,7.3,month_to_month,fiber,tier_2,yes,no,no
44,71.3,1,81.74,2,4.46,month_to_month,broadband,tier_2,yes,no,no
60,82.17,0,143.29,2,4.12,one_year,fiber,tier_1,yes,no,no
15,78.12,4,184.97,1,2.2,two_year,broadband,tier_2,yes,no,no
55,84.33,0,119.22,1,6.08,month_to_month,fiber,tier_2,yes,yes,no
67,97.3,0,148.33,3,7.11,one_year,mobile,tier_3,yes,no,no
41,64.18,2,117.66,0,4.03,month_to_month,broadband,tier_1,yes,yes,no
46,73.54,4,116.31,4,6.23,month_to_month,mobile,tier_1,yes,yes,no
34,92.63,1,140.2,5,5.27,month_to_month,broadband,tier_2,no,no,no
38,25.0,1,141.69,1,6.19,month_to_month,fiber,tier_1,yes,no,yes
49,74.83,0,134.26,1,7.41,one_year,fiber,tier_2,no,no,no
67,92.79,3,114.96,2,4.99,two_year,fiber,tier_2,yes,no,no
50,95.23,4,124.15,2,5.26,month_to_month,mobile,tier_2,no,no,no
63,129.3,2,228.08,1,6.79,one_year,fiber,tier_2,no,no,yes
33,68.07,1,101.38,2,9.42,month_to_month,mobile,tier_3,no,yes,no
1,73.3,1,99.52,1,5.54,month_to_month,fiber,tier_1,no,no,no
49,104.53,3,101.9,1,5.31,month_to_month,broadband,tier_3,no,no,no
50,95.33,1,133.31,0,5.26,one_year,broadband,tier_1,no,no,yes
34,93.93,3,156.79,2,6.7,month_to_month,broadband,tier_2,no,no,no
56,100.41,1,106.16,4,9.11,month_to_month,broadband,tier_2,yes,yes,no
29,85.59,1,127.24,2,7.02,two_year,mobile,tier_3,no,no,no
35,104.39,0,124.6,2,2.51,month_to_month,fiber,tier_2,yes,no,yes
68,90.76,2,164.43,4,4.07,month_to_month,broadband,tier_1,yes,yes,no
25,84.48,4,154.09,2,5.38,month_to_month,fiber,tier_2,no,no,yes
3,121.53,3,27.64,5,6.73,month_to_month,fiber,tier_2,no,no,yes
52,83.34,4,118.95,1,4.58,one_year,broadband,tier_3,yes,no,yes
32,62.51,0,65.55,4,9.1,month_to_month,fiber,tier_3,no,no,no
40,67.86,1,177.85,1,4.0,month_to_month,broadband,tier_3,no,no,no
70,110.56,5,160.6,2,6.39,one_year,fiber,tier_3,no,no,yes
50,130.52,5,41.01,1,6.56,two_year,mobile,tier_2,no,no,no
54,111.06,2,127.65,1,6.63,month_to_month,fiber,tier_3,yes,no,yes
52,48.95,3,123.53,4,6.13,one_year,broadband,tier_3,yes,no,no
51,83.49,2,170.82,1,2.78,one_year,fiber,tier_2,yes,no,yes
69,123.93,0,102.82,4,7.14,one_year,broadband,tier_3,yes,no,yes
27,44.84,4,144.25,0,7.29,two_year,fiber,tier_2,yes,no,no
35,116.59,2,198.29,2,9.9,month_to_month,fiber,tier_1,yes,no,no
49,59.71,1,132.79,2,7.78,month_to_month,broadband,tier_1,no,no,yes
31,81.54,3,124.02,1,5.44,month_to_month,fiber,tier_1,no,yes,no
68,90.81,3,139.84,1,8.07,month_to_month,mobile,tier_2,yes,no,no
24,99.26,1,195.58,1,5.16,month_to_month,broadband,tier_2,yes,no,no
4,63.64,1,59.85,1,4.67,two_year,mobile,tier_2,yes,no,no
23,83.71,3,209.78,1,7.02,two_year,fiber,tier_2,yes,yes,no
61,87.19,1,108.12,2,6.87,one_year,broadband,tier_2,no,no,yes
49,43.2,1,117.59,4,5.42,two_year,broadband,tier_1,yes,no,no
49,80.32,1,115.96,2,7.59,two_year,broadband,tier_2,yes,no,no
21,76.4,1,102.04,1,5.25,month_to_month,mobile,tier_2,yes,yes,no
43,69.0,1,250.11,2,3.6,two_year,broadband,tier_3,no,no,no
11,77.35,1,72.4,3,6.06,month_to_month,fiber,tier_2,no,yes,yes
67,79.77,2,121.64,3,7.77,one_year,fiber,tier_1,no,no,no
9,95.76,0,156.01,4,7.07,two_year,mobile,tier_2,yes,no,no
59,71.99,1,96.24,3,6.68,month_to_month,fiber,tier_3,yes,no,no
53,66.68,2,111.33,3,9.09,month_to_month,broadband,tier_1,no,yes,no
11,69.0,1,123.32,1,9.1,month_to_month,mobile,tier_3,yes,no,no
30,97.28,0,135.82,2,4.59,month_to_month,mobile,tier_1,no,no,no
41,96.91,5,113.98,1,5.36,one_year,fiber,tier_2,no,no,yes
1,72.01,0,71.01,1,8.81,two_year,fiber,tier_1,yes,no,no
62,57.94,1,159.64,3,7.38,two_year,broadband,tier_1,no,no,no
35,97.23,1,171.57,2,5.98,month_to_month,fiber,tier_3,yes,no,yes
65,102.92,3,148.85,2,7.3,two_year,broadband,tier_2,yes,no,no
56,88.8,1,104.34,1,5.96,month_to_month,fiber,tier_2,no,no,no
71,68.58,1,108.21,4,6.39,two_year,fiber,tier_2,yes,no,no
18,93.83,1,158.67,2,5.9,one_year,fiber,tier_1,no,no,yes
38,69.72,1,74.0,2,8.1,one_year,broadband,tier_3,no,no,no
35,53.56,2,130.21,0,5.11,month_to_month,broadband,tier_1,yes,no,no
19,93.16,1,107.8,6,7.56,one_year,mobile,tier_2,yes,no,no
2,83.5,1,143.72,5,6.58,month_to_month,broadband,tier_1,no,yes,no
55,74.26,1,112.47,2,7.21,one_year,broadband,tier_3,no,no,no
71,26.12,3,85.63,1,6.76,one_year,broadband,tier_3,yes,no,no
70,34.28,2,86.0,3,8.72,one_year,broadband,tier_3,no,no,no
9,101.81,3,62.97,6,5.57,month_to_month,fiber,tier_2,yes,no,yes
30,104.34,1,76.66,2,8.08,one_year,broadband,tier_1,no,no,no
55,58.76,2,161.87,5,5.44,month_to_month,fiber,tier_1,yes,no,no
39,91.63,1,39.74,7,6.69,month_to_month,mobile,tier_3,yes,no,no
28,121.86,1,135.89,5,7.35,month_to_month,broadband,tier_2,no,no,no
11,88.35,3,131.3,4,10.0,month_to_month,broadband,tier_2,yes,no,no
32,111.41,3,39.36,2,6.68,month_to_month,fiber,tier_2,yes,no,no
19,66.7,2,200.1,6,8.13,month_to_month,mobile,tier_1,yes,no,no
52,94.04,0,117.8,4,4.96,two_year,fiber,tier_3,yes,no,yes
11,103.66,0,125.37,2,5.19,two_year,fiber,tier_3,no,no,yes
5,79.88,2,163.99,2,7.86,month_to_month,fiber,tier_3,no,yes,no
3,105.61,0,138.64,2,6.79,month_to_month,mobile,tier_2,yes,no,yes
48,78.92,2,55.38,2,7.87,month_to_month,broadband,tier_1,no,no,yes
48,56.95,4,106.75,4,6.8,one_year,broadband,tier_2,no,no,no
58,94.15,1,112.9,2,7.1,month_to_month,mobile,tier_2,no,no,no
7,87.29,2,153.37,6,7.31,month_to_month,broadband,tier_3,no,no,yes
17,93.49,1,148.84,2,7.18,one_year,broadband,tier_2,yes,no,no
36,81.69,1,153.74,1,8.96,one_year,mobile,tier_3,yes,no,no
19,86.48,3,149.59,3,6.97,two_year,fiber,tier_1,no,no,no
26,97.41,1,142.21,1,5.82,month_to_month,fiber,tier_2,yes,no,yes
40,98.01,2,197.08,6,5.17,month_to_month,mobile,tier_3,yes,no,no
57,90.28,0,134.56,6,5.99,two_year,fiber,tier_3,yes,yes,no
60,51.89,3,135.87,0,3.7,one_year,fiber,tier_3,yes,no,no
42,67.96,2,184.62,5,8.39,one_year,broadband,tier_1,no,no,yes
58,110.9,0,122.95,2,8.93,month_to_month,fiber,tier_2,no,no,no
43,81.29,0,139.93,2,5.95,two_year,fiber,tier_2,no,no,no
47,86.76,1,176.37,2,8.55,two_year,fiber,tier_1,yes,no,no
12,71.04,2,193.76,5,6.9,one_year,mobile,tier_2,yes,no,no
1,67.35,2,67.29,4,5.77,one_year,mobile,tier_2,no,no,no
58,103.92,2,152.18,4,4.56,one_year,broadband,tier_2,yes,no,no
47,115.08,3,153.68,1,7.17,month_to_month,broadband,tier_1,no,no,yes
16,111.71,0,82.56,3,8.47,one_year,fiber,tier_3,no,no,yes
33,52.67,3,156.81,3,5.63,one_year,fiber,tier_1,yes,no,no
63,123.75,2,90.28,2,6.48,one_year,fiber,tier_3,no,no,yes
27,78.85,1,76.89,1,9.05,two_year,fiber,tier_3,no,no,no
20,106.58,2,139.63,0,5.67,one_year,fiber,tier_3,yes,yes,yes
26,117.27,1,106.81,2,6.11,two_year,fiber,tier_2,yes,no,yes
17,112.15,0,167.15,2,6.87,two_year,broadband,tier_2,no,no,yes
64,44.23,2,149.85,1,4.9,month_to_month,fiber,tier_1,yes,no,no
16,70.18,4,169.76,3,7.45,month_to_month,fiber,tier_3,yes,no,yes
67,81.93,3,119.19,6,7.98,one_year,fiber,tier_2,yes,no,no
53,79.57,4,8.0,2,4.93,one_year,broadband,tier_2,yes,no,no
13,65.29,1,115.55,5,7.54,month_to_month,mobile,tier_3,no,no,yes
7,58.12,2,234.97,2,8.42,month_to_month,fiber,tier_3,yes,no,no
2,90.36,0,171.22,2,5.85,month_to_month,broadband,tier_1,no,no,yes
1,49.4,1,67.18,1,4.6,month_to_month,fiber,tier_1,no,no,no
65,105.9,1,215.46,1,3.74,month_to_month,broadband,tier_3,no,yes,no
45,76.36,0,104.28,0,5.8,month_to_month,broadband,tier_3,yes,no,no
21,67.71,0,110.29,1,6.52,month_to_month,fiber,tier_2,no,no,no
13,70.5,3,171.8,2,7.62,two_year,mobile,tier_1,yes,no,yes
20,63.42,3,118.79,2,7.43,month_to_month,broadband,tier_1,yes,no,no
27,70.74,1,48.37,4,4.99,month_to_month,fiber,tier_3,yes,yes,no
56,109.76,3,118.68,5,7.81,month_to_month,broadband,tier_2,yes,no,no
45,124.16,2,232.36,3,4.84,one_year,broadband,tier_3,yes,no,yes
3,113.94,2,189.76,6,9.33,one_year,mobile,tier_1,yes,no,yes
24,100.04,2,102.54,4,9.5,one_year,broadband,tier_2,yes,no,no
5,80.71,1,117.41,2,5.81,one_year,broadband,tier_2,yes,no,no
1,73.16,2,143.11,3,5.19,month_to_month,broadband,tier_2,no,no,yes
4,134.47,1,203.47,1,5.68,two_year,fiber,tier_1,no,yes,yes
25,61.99,1,175.53,3,6.3,one_year,mobile,tier_2,no,no,no
7,95.58,1,68.91,3,5.16,month_to_month,fiber,tier_2,no,no,yes
21,96.1,1,111.53,2,5.46,month_to_month,broadband,tier_1,yes,no,no
7,72.36,5,210.08,2,6.31,two_year,mobile,tier_3,no,no,yes
14,108.55,2,182.62,0,7.77,two_year,fiber,tier_1,yes,no,no
41,95.48,2,152.88,3,6.69,one_year,broadband,tier_2,yes,no,no
14,148.61,2,148.64,4,7.25,month_to_month,fiber,tier_2,yes,no,yes
31,85.33,2,49.95,1,8.3,month_to_month,fiber,tier_1,no,yes,yes
4,118.92,0,179.17,1,7.11,month_to_month,mobile,tier_2,yes,no,yes
58,93.22,1,145.35,3,4.06,month_to_month,broadband,tier_2,no,yes,no
48,100.86,1,199.41,4,6.44,two_year,broadband,tier_3,no,no,yes
66,141.38,1,230.05,2,6.86,one_year,broadband,tier_2,yes,no,no
11,64.88,0,168.65,4,3.45,month_to_month,fiber,tier_2,yes,yes,no
57,81.61,1,141.35,2,6.69,two_year,broadband,tier_1,no,no,no
38,122.96,3,188.5,2,8.68,month_to_month,broadband,tier_3,yes,no,yes
44,80.49,0,136.02,4,5.15,one_year,fiber,tier_2,no,no,yes
11,114.31,1,133.67,3,4.78,two_year,mobile,tier_2,yes,no,yes
56,105.01,3,105.51,2,3.56,one_year,fiber,tier_3,yes,no,yes
11,59.73,3,242.24,3,5.75,month_to_month,broadband,tier_1,yes,no,no
5,123.42,0,162.56,4,4.47,month_to_month,mobile,tier_3,yes,yes,yes
40,101.54,0,125.5,4,4.28,month_to_month,fiber,tier_1,yes,no,no
11,89.29,1,132.74,3,7.23,two_year,broadband,tier_3,yes,no,no
15,64.91,0,58.61,3,6.35,month_to_month,fiber,tier_2,yes,no,no
70,63.5,2,110.79,3,2.0,month_to_month,broadband,tier_1,no,no,no
54,43.69,2,142.18,3,4.61,month_to_month,fiber,tier_1,yes,no,no
39,97.68,0,82.96,3,7.22,month_to_month,fiber,tier_1,yes,yes,no
4,103.51,3,128.44,2,5.81,month_to_month,fiber,tier_2,yes,no,no
10,68.77,4,135.49,4,7.65,two_year,broadband,tier_2,yes,no,no
22,116.55,4,164.14,0,8.18,two_year,broadband,tier_2,no,no,yes
9,95.84,3,169.2,3,6.63,one_year,fiber,tier_2,yes,yes,yes
6,81.9,1,101.32,4,8.84,month_to_month,fiber,tier_1,no,no,yes
54,101.17,0,177.14,0,5.77,month_to_month,fiber,tier_3,no,no,no
17,87.57,2,122.41,3,4.56,one_year,broadband,tier_2,no,no,no
23,84.29,1,198.42,1,5.39,month_to_month,broadband,tier_1,yes,no,yes
25,58.81,1,204.45,1,3.67,two_year,fiber,tier_2,no,yes,no
34,118.28,4,55.43,2,5.08,month_to_month,broadband,tier_3,no,no,yes
15,125.43,3,161.22,1,6.06,one_year,fiber,tier_3,no,no,no
26,96.44,3,226.21,3,4.43,one_year,fiber,tier_2,yes,yes,no
67,65.81,1,108.29,0,5.5,month_to_month,broadband,tier_3,no,no,no
49,113.47,1,121.53,1,4.62,two_year,fiber,tier_1,no,no,no
11,92.3,1,118.31,3,5.17,month_to_month,fiber,tier_2,no,no,yes
49,69.42,1,48.43,5,3.6,month_to_month,broadband,tier_2,yes,yes,no
31,95.26,2,123.16,3,4.86,two_year,fiber,tier_3,yes,no,no
37,98.93,2,145.57,2,5.25,one_year,mobile,tier_1,yes,no,no
65,91.21,3,186.95,1,6.09,month_to_month,fiber,tier_2,yes,no,no
69,76.24,3,142.62,1,4.57,one_year,fiber,tier_1,no,no,no
46,117.66,1,59.41,2,6.26,two_year,fiber,tier_3,yes,yes,yes
52,67.96,1,55.37,1,6.48,one_year,fiber,tier_3,yes,no,no
64,89.92,3,155.93,0,3.95,month_to_month,fiber,tier_1,yes,no,no
47,85.69,0,126.95,3,5.49,two_year,fiber,tier_2,no,yes,yes
10,123.92,2,78.38,2,3.7,month_to_month,broadband,tier_3,no,yes,yes
33,113.41,1,166.07,0,6.57,month_to_month,mobile,tier_2,no,no,no
54,141.56,0,50.43,4,5.88,month_to_month,broadband,tier_3,yes,no,yes
27,81.49,0,145.08,2,6.54,one_year,fiber,tier_2,no,no,no
34,106.75,4,128.86,3,9.44,month_to_month,fiber,tier_2,yes,no,yes
45,46.39,0,135.85,1,5.6,one_year,broadband,tier_2,yes,no,no
44,115.92,1,21.56,1,7.76,one_year,fiber,tier_3,no,no,yes
70,121.16,1,82.55,2,8.32,one_year,broadband,tier_1,no,no,no
34,70.28,3,223.56,3,5.55,one_year,broadband,tier_3,no,no,no
59,79.05,2,210.79,2,5.84,month_to_month,fiber,tier_2,yes,no,no
17,126.23,4,224.26,1,6.28,two_year,broadband,tier_2,yes,no,yes
27,84.14,1,153.31,6,3.86,month_to_month,broadband,tier_2,no,yes,yes
20,83.98,2,129.31,2,3.85,two_year,fiber,tier_1,yes,no,no
26,117.52,2,115.28,4,8.59,month_to_month,mobile,tier_2,no,no,yes
54,65.19,2,132.85,2,6.47,month_to_month,fiber,tier_2,yes,no,yes
58,98.26,1,115.71,0,6.55,month_to_month,mobile,tier_2,no,no,no
48,114.64,3,190.26,2,6.42,one_year,mobile,tier_1,yes,no,yes
44,107.0,2,65.34,7,5.9,month_to_month,fiber,tier_1,no,no,no
62,113.32,3,139.98,0,7.15,month_to_month,fiber,tier_2,yes,no,no
56,143.15,1,99.07,1,7.36,one_year,fiber,tier_3,yes,yes,no
59,71.91,2,94.62,1,7.53,two_year,fiber,tier_3,yes,yes,no
46,49.6,2,140.21,3,7.39,month_to_month,broadband,tier_3,yes,no,no
45,90.97,3,145.71,4,5.94,two_year,fiber,tier_1,no,no,yes
22,68.45,1,93.6,7,7.95,one_year,fiber,tier_3,no,no,no
66,86.1,1,138.06,2,5.85,one_year,fiber,tier_2,no,no,no
38,59.92,0,213.07,4,6.05,month_to_month,fiber,tier_1,yes,no,yes
38,80.73,5,118.1,1,8.55,month_to_month,broadband,tier_2,yes,no,yes
58,121.44,0,77.3,1,5.9,month_to_month,fiber,tier_1,yes,yes,no
12,82.56,2,211.37,2,5.06,month_to_month,fiber,tier_3,no,no,yes
61,104.03,2,112.66,1,6.59,one_year,fiber,tier_1,no,no,no
19,78.66,3,146.02,1,5.47,one_year,mobile,tier_1,no,no,yes
45,70.71,1,114.7,1,4.41,month_to_month,mobile,tier_2,yes,yes,no
67,96.54,4,202.49,1,8.62,two_year,mobile,tier_1,no,yes,yes
39,39.61,3,185.7,2,4.46,month_to_month,broadband,tier_2,no,no,no
1,98.78,2,94.98,2,5.84,two_year,fiber,tier_2,no,no,yes
4,105.88,1,102.66,1,5.97,one_year,broadband,tier_3,yes,no,yes
18,52.4,0,65.46,0,5.84,month_to_month,broadband,tier_2,yes,no,no
44,77.26,0,88.41,6,6.23,month_to_month,broadband,tier_3,no,no,no
57,68.44,3,88.31,2,7.79,month_to_month,broadband,tier_3,yes,no,no
27,53.87,1,130.66,5,6.58,month_to_month,broadband,tier_1,yes,no,yes
11,122.46,2,110.87,3,6.85,month_to_month,fiber,tier_2,no,yes,yes
34,101.59,2,134.25,4,6.03,two_year,fiber,tier_2,yes,no,yes
44,91.4,1,139.71,4,6.68,two_year,mobile,tier_3,no,no,no
13,59.22,0,145.69,5,7.34,one_year,fiber,tier_2,no,yes,no
11,80.03,0,138.97,2,6.42,one_year,broadband,tier_2,yes,no,no
15,58.11,2,156.52,2,6.77,month_to_month,broadband,tier_1,yes,no,no
38,79.42,2,86.08,1,5.21,two_year,fiber,tier_2,yes,no,no
69,80.85,1,90.98,7,5.48,month_to_month,mobile,tier_3,yes,no,yes
27,59.77,0,167.86,3,7.91,month_to_month,broadband,tier_3,no,no,no
30,94.68,2,149.7,2,4.81,one_year,mobile,tier_2,yes,no,yes
8,104.67,2,42.43,1,5.32,one_year,fiber,tier_3,no,no,no
2,77.24,2,94.75,2,5.0,one_year,fiber,tier_1,yes,no,no
32,60.99,2,135.33,9,7.16,two_year,broadband,tier_2,yes,no,no
36,74.36,2,148.83,3,10.0,month_to_month,broadband,tier_1,no,no,no
21,87.63,3,87.35,4,6.76,two_year,fiber,tier_2,no,yes,no
47,131.4,3,160.43,3,6.33,month_to_month,fiber,tier_2,no,no,yes
32,103.8,2,181.81,1,5.06,month_to_month,mobile,tier_1,yes,no,no
6,73.02,1,141.01,2,6.18,two_year,fiber,tier_2,yes,no,no
9,95.87,2,139.86,3,8.36,two_year,broadband,tier_3,yes,no,yes
50,90.9,1,143.26,1,7.57,month_to_month,fiber,tier_3,yes,no,no
57,71.82,3,127.61,1,7.16,month_to_month,fiber,tier_2,yes,no,no
20,74.5,1,72.83,1,4.0,month_to_month,fiber,tier_2,no,yes,no
43,100.56,1,145.41,2,5.49,month_to_month,fiber,tier_3,yes,yes,yes
